Diet_type,Recipe_name,Cuisine_type,Protein(g),Carbs(g),Fat(g)
vegan,Vegan Chocolate Layer Cake With Creamy Chocolate Filling,american,82.81,942.6,262.43
vegan,Seared Maitake Mushrooms,french,13.34,55.4,196.91
vegan,Chive Vegan Cheese Spread and Veggie Crackers recipes,american,138.65,214.34,302.54
vegan,Zucchini Gratin,french,48.89,133.58,108.22
vegan,Salmon Burgers with Tartar Sauce,nordic,172.89,109.41,191.28
vegan,Vegan Huevos Rancheros Are 10/10 Would Make Again,american,93.69,284.36,66.49
vegan,Whole Wheat Eggless Garlic Bread Rolls,american,95.06,500.82,65.36
vegan,French Apple Tart (Tarte Fine aux Pommes) [vegan],american,5.76,154.65,42.27
vegan,Toasted Coconut Chocolate Cream Pie,american,96.57,276.56,234.17
vegan,Vegan Pesto Spaghetti Squash with Mushrooms & Sun-Dried Tomatoes,american,30.43,110.1,81.2
vegan,Pasta e fagioli,italian,100.0,327.59,46.54
vegan,The Whole Wheat,american,80.52,395.26,102.03
vegan,"Eggplant, Mushroom & Pesto Pizza recipes",italian,66.43,309.21,113.02
vegan,Rotini Tomato Pasta with 3 Minute Vegan Parmesan Cheese recipes,american,28.77,26.8,36.72
vegan,Portobello Sliders with Pepita Pesto,american,67.2,211.29,116.76
vegan,Savory Vegan Chickpea Crêpes with Spring Vegetable Ragout,american,47.23,162.33,31.12
vegan,Slow-Cooker Vegan Butternut Squash Soup with Apple,american,49.4,225.93,112.78
vegan,Vegan: Japanese Simmered Daikon with Bok Choy and Edamame Recipe,world,22.13,75.04,6.6
vegan,Grilled Broccoli And Bread Salad With Pickled Shallots,american,42.75,263.75,130.8
vegan,"Green Bean Casserole (The Vegan, Gluten Free Sequel)",american,37.46,211.74,147.84
vegan,Vegan Crispy Stir-Fried Tofu With Broccoli Recipe,asian,67.23,204.3,282.72
vegan,Vegan Stuffed Squash with Brown Rice and Mushrooms recipes,american,70.59,564.75,78.83
vegan,Quinoa chilli with avocado & coriander,south american,63.63,199.77,62.16
vegan,Aloo Gobi,indian,26.33,176.83,12.93
vegan,Apple-Cranberry Cobbler,american,88.21,772.5,75.84
vegan,"From the Pantry: Vegan Pear, Cranberry and Pecan Muffins",american,31.57,444.44,162.63
vegan,Springtime Strawberry Lime Mango Crisp (Vegan + GF) recipes,american,48.9,300.82,142.18
vegan,Gluten-Free Tuesday: Vegan Apple Doughnuts Recipe,american,29.04,712.15,210.64
vegan,The Most Delicious Vegan Pad Kee Mao Recipe,american,86.42,497.8,386.06
vegan,Vegan Seared Pepper Tacos With Pintos And Avocado Crema,american,25.68,158.11,103.65
vegan,Charred aubergines with white beans & salsa verde,mexican,100.96,337.54,186.26
vegan,Yogurt Pancakes with Clementine Raspberry Compote,american,26.62,228.04,54.43
vegan,Curried Carrot Ginger Soup,indian,27.43,175.59,121.69
vegan,Tomato Bisque with Cashew Cream,mediterranean,63.64,156.49,170.3
vegan,"Apple, Pear, And Sage Pie With Maple Walnut Crunch And Salted Honey Yogurt",american,77.2,673.23,194.71
vegan,Crunchy Summer Salad with Creamy Vegan Avocado Dressing,american,65.41,268.37,97.67
vegan,RAW VEGAN TIRAMISU with VANILLA CREAM & COFFEE LADYFINGERS recipes,american,102.51,578.68,263.97
vegan,"Oatmeal, Fig, and Walnut Bars",american,73.43,1059.84,223.88
vegan,Chickpea Miso Gravy Bowl with Sweet and Tangy Portobello Mushrooms recipes,japanese,32.73,191.92,39.61
vegan,"Oatmeal, Fig, And Walnut Bars",american,54.06,916.76,219.49
vegan,Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream Recipe,american,95.94,460.5,120.71
vegan,Crabless Cakes with Hearts of Palm & Corn recipes,american,34.41,152.22,43.18
vegan,"Braised Red Cabbage (Rotkraut) - (Vegan, Gluten Free, Low Fat)",american,19.6,91.74,39.84
vegan,High Protein Quinoa Almond Berry Salad (Vegan & GF) recipes,american,39.67,220.91,45.97
vegan,Nut Meat Tacos with Pickled Red Onions,american,43.71,165.56,91.56
vegan,"Zucchini Noodles with Roasted Tomato Sauce (Gluten-Free, Vegan)",american,22.79,88.69,39.57
vegan,End Of Summer Peach Apple Cobbler (Gluten-Free & Vegan),american,25.99,293.33,56.32
vegan,"Cranberry, Apricot And Pecan Wild Rice Pilaf (Gf + Vegan)",american,36.91,263.46,75.99
vegan,Fried Eggplant Sandwich With Eggplant Mayo Recipe,mediterranean,60.32,323.46,333.19
vegan,Overnight Cherry Chia Seed Pudding – Paleo/Gluten Free/Vegan,american,12.77,112.92,56.84
vegan,Fernanda Capobianco’s Pissaladière with Vegetables and Olives,french,43.32,292.33,229.46
vegan,Vegan Lentil Shepherd’s Pie With Parsnip And And Potato Mash,american,123.18,591.98,66.46
vegan,Ruby and Emerald Jeweled Rice,american,71.39,635.59,83.8
vegan,Creamy Penne Pasta Bake With Zucchini,italian,72.39,391.05,92.19
vegan,Quinoa Greek Salad recipes,mediterranean,40.99,145.69,88.66
vegan,Pumpkin Polenta Recipe With Tomatillo-Avocado Salsa,south american,25.55,215.41,94.48
vegan,Gluten-Free Black Bean Burgers,south east asian,167.98,551.67,21.39
vegan,Creamy Polenta with Tempeh Sausage and Tomatoes,american,149.12,256.35,113.0
vegan,Pineapple and Shrimp Fried Quinoa recipes,south east asian,88.52,225.53,98.9
vegan,STRAWBERRY + CHOCOLATE CHEESECAKE recipes,american,90.62,426.23,303.42
vegan,French Toast with Caramelized Bananas (Vegan and Gluten-Free) recipes,american,30.81,252.81,116.54
vegan,Black Bean And Butternut Squash Burritos,mexican,80.91,322.43,60.9
vegan,Jicama and Pomelo Salad With Spicy Thai Dressing (Vegan) Recipe,south east asian,20.97,83.67,19.59
vegan,Recipe: Best-Ever Veggie Burger,american,78.27,305.53,27.28
vegan,Red Lentil Spaghetti With Vegan Cauliflower Rosa Sauce and Arugula,american,68.96,372.57,26.63
vegan,Dried Olive and Miso Shake (The Best Vegan Parmesan Substitute) Recipe,american,12.55,40.94,74.64
vegan,Vietnamese-Style Tofu Hero with Asian Slaw,south east asian,49.71,65.14,96.03
vegan,"A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,43.94,188.1,47.11
vegan,Hazelnut Fig Crackers with Sage and Black Pepper,american,167.2,358.87,455.11
vegan,crunchy quinoa & veggie roaster,american,47.61,172.48,94.06
vegan,Chocolate Cake with Chocolate-Orange Frosting,american,37.4,726.63,235.54
vegan,Aloo Gobi,indian,27.03,181.02,31.83
vegan,Vegan Olive Oil Cake (adapted from Maialino's Olive Oil Cake),american,59.98,595.67,315.33
vegan,Cashew Cheesecake,american,87.42,376.41,316.17
vegan,Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt,mediterranean,53.36,194.74,139.46
vegan,"Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper (Vegan) Recipe",american,43.66,212.0,58.57
vegan,Curried Chickpea Sandwich,indian,81.73,310.6,118.26
vegan,"Gluten-Free, Vegan, and Oil-Free Walnut Chip Brownies recipes",american,48.32,425.34,81.89
vegan,Gluten Free Green Bean Casserole,south east asian,101.87,445.89,688.94
vegan,Cashew cream fettuccine Alfredo with sauteed spinach and cheese crisps (gluten-free),italian,134.51,486.89,259.0
vegan,"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe",american,102.57,257.64,466.14
vegan,Maple-Glazed Sweet Potatoes (Japanese Daigaku Imo Style) w/Vegan option,american,9.74,183.18,83.83
vegan,Sweet Potato and Mushroom Cannelloni with Braised Escarole and Butter Beans (Vegan) Recipe,american,98.62,443.0,40.15
vegan,"A Recipe for Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,31.85,171.16,41.35
vegan,Creamy Zucchini Soup With Scallions And Brazil Nut Chili Oil (Vegan),american,18.0,47.86,115.43
vegan,20 Minute Apple Turnovers,french,10.46,194.67,32.94
vegan,"Fat Tommy’s Three-Bean, Gluten-Free, Vegan Chili Recipe",american,171.0,580.93,51.33
vegan,"Cumin Scented Kale with Onions, Tomatoes and Mushrooms (Vegan and Gluten Free)",american,23.34,55.86,6.25
vegan,Grilled Marinated Heart of Palm Tacos With Spicy Cabbage Slaw (vegan) Recipe,american,37.49,199.1,58.73
vegan,"Spicy, Smoky Bean Cakes with Lime Slaw and Charred Avocado Recipe",south american,66.35,249.4,71.01
vegan,Curried Lentils with Quick-Pickled Veggies,indian,225.55,590.44,50.12
vegan,Whole-Grain Vegan Carrot Cake Loaf with Lemon Glaze recipes,american,49.39,381.92,102.7
vegan,Chocolate Cake with Chocolate-Orange Frosting recipes,american,37.4,726.63,235.54
vegan,Hearty Vegan Polenta and Kale Soup With Miso and Toasted Sesame Oil Recipe,japanese,23.03,167.07,101.79
vegan,Mushroom and Eggplant Veggie Burgers,nordic,118.09,385.66,106.3
vegan,Blissful Blueberry Banana Spelt Muffins (vegan + refined sugar-free) recipes,american,63.99,445.42,104.56
vegan,Pesto Knots,american,67.14,203.94,87.54
vegan,J. Kenji López-Alt's 15-Minute Creamy (Vegan) Tomato Soup,american,27.5,129.28,116.19
vegan,Southwestern Crispy Fish Taco Salad,american,115.47,258.63,243.6
vegan,Sinless Sticky Toffee Pecan Pudding recipes,british,26.85,625.68,137.41
vegan,Kentucky fried seitan,mediterranean,317.43,703.99,534.41
vegan,Quinoa Maki with Avocado and Cajun Portobello Fillets,american,30.0,115.55,99.36
vegan,Indian Stuffed Eggplant,mediterranean,66.39,327.51,151.81
vegan,"Spicy Peanut Noodle Salad With Cucumbers, Red Peppers, and Basil (Vegan) Recipe",american,97.38,284.55,128.74
vegan,Vegan Pumpkin Pie Squares with Gluten-Free Graham Cracker Crust recipes,american,12.97,240.28,95.85
vegan,Lemon Glazed Spice Cake With Whipped Cream,american,29.85,482.83,78.11
vegan,Cozy Yellow Curry Vegetable Soup,indian,46.9,136.01,90.04
vegan,"Japanese Udon With Mushroom-Soy Broth, Stir-Fried Mushrooms, and Cabbage (Vegan) Recipe",american,6.82,20.1,3.16
vegan,"Tempeh, Pepper, and Spinach-Pesto Sandwich",mediterranean,88.15,164.82,78.16
vegan,Sweet potato & black bean chilli with zesty quinoa,south american,70.17,302.2,66.07
vegan,"ULTIMATE RAW VEGAN PIZZA (LOW-FAT, OIL-FREE, SALT-FREE) recipes",italian,26.97,147.83,5.81
vegan,"Oven Roasted Portobello Mushrooms marinated in Balsamic (Vegan, Gluten Free) Vinegar, Shallots and Thyme",american,10.23,86.04,1.3
vegan,Yellow Split Pea Soup recipes,french,122.34,325.46,68.41
vegan,Banana-Coconut Cake Recipe,caribbean,55.36,1063.72,621.42
vegan,Party Vegan's Porcini-stuffed Seitan with Wild Mushroom Sauce Recipe,american,273.14,433.03,89.55
vegan,Steamed Buns with Tempura King Oyster Mushrooms and Agave-Miso Mayonnaise (Vegan) Recipe,japanese,75.31,498.92,898.55
vegan,Mexican Chocolate Cake,mexican,37.67,460.63,87.47
vegan,"All the Veggies In Your Fridge, Stir-Fry (Low Oil, Vegan, GF)",american,10.96,123.44,15.73
vegan,CHIPOTLE JACKFRUIT TACOS WITH SIMPLE GUAC AND LEMON ORANGE CREMA,mexican,35.85,463.12,106.43
vegan,Crispy Bánh Mì Spring Rolls With Creamy Chili Mayo Recipe,american,12.93,389.9,1831.34
vegan,"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",american,96.57,251.63,30.86
vegan,The Ultimate Rich and Creamy Vegan Ramen With Roasted Vegetables and Miso Broth Recipe,japanese,3.4,15.57,9.12
vegan,Jeweled Rice (Iranian / Persian Morausa Polo),middle eastern,66.05,572.85,202.78
vegan,Ginger-Apple Crumble Pie (Gluten And Dairy-Free),american,43.69,447.5,213.05
vegan,"Look Ma No Dairy! - Creamy Parnsnip Soup with Granny Smith Apples (Vegan, Gluten Free)",american,125.36,322.67,170.22
vegan,Sassy Springtime Rolls,south east asian,53.3,189.63,35.99
vegan,"Spicy Sauteed Kale with Pan Roasted Garlic, Currants and Sun Flower Seeds (Vegan, gluten free)",american,22.66,74.51,50.5
vegan,"Don't Die on Me Man - A Comforting and Healing Spicy Soup (Vegan, Gluten Free)",american,55.94,109.29,19.87
vegan,Maple Cinnamon Mashed Sweet Potatoes recipes,american,41.97,402.47,162.37
vegan,"Sichuan Shirataki Sesame Noodle Salad With Cucumber, Sichuan Peppercorn, Chili Oil, and Peanuts (Vegan) Recipe",american,54.67,207.71,111.88
vegan,Basil Thai Noodles with Bison and Zucchini + Spicy Quick Pickled Cucumber,south east asian,130.67,270.48,126.89
vegan,Beetroot Tart Tatin,french,26.4,161.98,184.31
vegan,Beetroot & squash Wellingtons with kale pesto,british,125.44,610.67,332.9
vegan,Warm Couscous Salad w/ Olives + Pine Nuts,french,46.78,201.6,85.61
vegan,15 Minute No Bake Energy Bites,american,25.38,166.43,34.64
vegan,"Carrot ""Lox""",british,2.53,16.67,0.7
vegan,Coconut Mashed Sweet Potatoes,american,23.13,253.62,48.98
vegan,Buckwheat Tortillas,mexican,45.44,255.23,44.91
vegan,Coconut chutney,indian,11.96,48.23,47.49
vegan,Rich Chocolate Ganache Topping Recipe,french,5.78,103.65,34.42
vegan,Stuffed Mediterranean Baked Potato,mediterranean,38.87,199.05,9.32
vegan,Sweet potato crisps,south american,0.38,4.9,6.76
vegan,Tangerine Thyme Cooler,american,13.56,282.89,5.09
vegan,Cashew Cream Recipe,american,51.27,112.82,123.1
vegan,Raspberry sorbet,french,6.64,265.07,3.42
vegan,Warm Shredded Carrot Salad with Carrot Greens,american,4.78,37.16,14.42
vegan,"Creamy, Zesty ""Cheese"" Dip",american,70.88,81.86,64.78
vegan,Coconut Whipped Cream,american,14.41,34.64,137.64
vegan,Fudgy Oat Milk Frappuccino Dream,american,35.75,172.96,95.0
vegan,Spinach & chickpea dhal,american,39.86,108.47,68.16
vegan,Apple Pie Overnight Oats Recipe,american,74.41,185.78,142.31
vegan,Georgian Spinach Walnut Dip- Ispanakhis Pkhali,american,10.33,24.49,46.08
vegan,Spicy roast chickpeas,american,29.12,93.28,16.66
vegan,Tuscan Tomato Soup,italian,53.19,174.27,38.44
vegan,Sesame stir-fry wrap,chinese,14.55,52.11,22.85
vegan,Black Bean-Sweet Potato Burritos,mexican,173.91,779.52,60.98
vegan,Tofu Scramble Fried Rice,asian,33.95,117.22,28.08
vegan,Mint Chocolate Chip Nice Cream,american,10.98,112.7,61.85
vegan,Minted green bean salad,american,11.75,46.65,41.95
vegan,Wilted Spinach Salad with Coconut Bacon,american,1.02,3.37,6.74
vegan,Cucumber-Jalapeño Popsicles,american,6.27,72.05,1.17
vegan,Spaghetti Carbonara,italian,89.88,234.58,104.78
vegan,"Bean, tomato & watercress salad",south american,98.39,331.35,36.72
vegan,Minted green bean salad,american,12.0,47.97,41.97
vegan,Baked Almond Feta,mediterranean,47.14,46.8,154.91
vegan,Raspberry ripple chia pudding,british,20.18,81.74,23.28
vegan,Indian Spiced Lentil Soup,indian,146.81,474.58,40.73
vegan,Classic Cashew Cheese,mediterranean,58.6,67.87,63.93
vegan,Roasted Squash and Raw Carrot Soup Recipe,american,36.24,277.34,126.3
vegan,Keep it green sandwich,south east asian,14.92,53.41,32.27
vegan,Smoky Charred Cauliflower and Potato Soup With Kale Recipe,american,38.9,228.69,31.37
vegan,Onigiri,south american,28.7,312.65,29.67
vegan,Chilli-charred Brussels sprouts,mediterranean,22.01,64.6,57.28
vegan,"Colcannon Inspired, Spicy Asian Sweet Potato Salad",south american,49.57,318.05,40.73
vegan,Miso aubergines,japanese,27.61,143.46,19.33
vegan,Golden beet hummus,eastern europe,40.89,119.51,112.69
vegan,Eggplant Arrabbiata,french,65.83,370.1,76.85
vegan,Coconut Nice,american,48.71,819.39,262.56
vegan,Cashew “Hollandaise”,french,6.59,13.61,42.48
vegan,ORANGE TARRAGON FRUIT LEATHER,american,10.5,71.22,25.36
vegan,Roasted pear with walnut & ginger filling,american,17.33,176.0,60.98
vegan,Dairy Free Chocolate Coconut Ice Cream,american,10.2,73.41,86.47
vegan,Hearty Winter Vegetable Soup Recipe,mediterranean,34.01,168.55,21.55
vegan,Spinach & chickpea curry,indian,70.74,222.0,26.18
vegan,Roasted cherry tomato and eggplant pasta,italian,71.33,454.7,9.06
vegan,Cassava Bacon,american,11.08,186.49,22.83
vegan,Crispy Fried Chickpea Cake and Slaw Sandwiches Recipe,american,102.28,465.63,170.32
vegan,"Linguine with avocado, tomato & lime",italian,24.41,137.68,32.28
vegan,Gluten Free Cauliflower Kale Pesto Pizza,italian,25.86,42.4,84.09
vegan,Pumpkin Pie Tarts,american,121.77,431.62,291.01
vegan,Melon Milk Pops,american,14.53,133.36,11.26
vegan,Vegetarian Enchiladas,mexican,70.42,272.88,34.95
vegan,"""Chorizo"" Tacos From 'The VB6 Cookbook'",asian,92.83,143.99,76.85
vegan,Parsnip and Chestnut Bisque,french,14.41,225.76,55.78
vegan,Barley & broccoli risotto with lemon & basil,italian,18.12,99.9,31.15
vegan,Butter bean & tomato salad,middle eastern,38.38,123.71,46.77
vegan,"Fried Plantains With Black Beans, Roasted Poblanos, Avocado, and Pickled Red Onion Recipe",south american,45.04,349.94,318.04
vegan,Avocado hummus & crudités,mediterranean,55.34,192.09,43.34
vegan,Watermelon-Strawberry Popsicles,american,4.81,76.54,1.69
vegan,Dairy Free Tzatziki,mediterranean,33.82,88.14,62.31
vegan,Cook the Book: Lasagna with Roasted Cauliflower Ricotta and Spinach,italian,96.05,125.05,37.69
vegan,Mexican chocolate chickpea brownie,french,140.86,703.55,233.35
vegan,Squash & spinach fusilli with pecans,american,26.33,128.24,19.96
vegan,Guacamole & mango salad with black beans,mexican,32.88,143.89,25.03
vegan,Butter bean & tomato salad,middle eastern,39.49,126.57,47.07
vegan,Leek seeni sambol,japanese,6.42,47.99,23.82
vegan,Parsnip gnocchi,french,48.6,271.55,78.89
vegan,Soondubu Jjigae (Korean Soft Tofu Stew) Recipe,asian,131.98,56.1,190.38
vegan,Syrian Hummus,mediterranean,60.77,194.69,122.04
vegan,Kohlrabi Fritters,south east asian,27.12,73.76,56.02
vegan,Luxury hummus,mediterranean,148.12,462.54,174.66
vegan,Strawberry-Mango Nice Cream,american,4.37,69.68,1.98
vegan,Peanut and Coke Sorbet Recipe,american,46.68,276.31,102.94
vegan,Tofu Tacos,asian,74.68,180.41,66.77
vegan,Fennel Pistachio Cauliflower Steaks,mediterranean,34.0,89.7,59.78
vegan,Quinoa and lentil salad with arugula,middle eastern,77.4,272.33,67.77
vegan,Cauliflower steaks with roasted red pepper & olive salsa,american,16.25,39.91,39.3
vegan,Asparagus & lemon spaghetti with peas,italian,34.55,164.06,31.77
vegan,Veggie tahini lentils,mediterranean,84.45,227.58,59.23
vegan,Roasted squash & red onion with pistachios,american,16.0,115.48,42.67
vegan,Citrus Lime Tofu Salad,asian,27.09,20.25,31.08
vegan,Burnt leeks on toast with romesco,mediterranean,52.01,258.41,57.4
vegan,Marinated Kale and Chickpea Salad With Sumac Onions Recipe,american,50.3,135.85,33.68
vegan,Beefless Ground Beef,american,41.35,11.42,32.61
vegan,Veggie-loaded flatbread,mediterranean,51.57,187.8,72.72
vegan,Gluten-Free Apple and Walnut Pakoda/Fritters,american,21.6,152.21,42.09
vegan,Beet Tartare,french,27.2,108.07,62.82
vegan,Slow-Cooker Creamy Lentil Soup Freezer Pack,american,71.2,184.75,16.0
vegan,Egg-Free and Dairy-Free Pumpkin Pudding,british,17.97,108.25,91.53
vegan,Spaghetti with a Creamy Zucchini & Mint Sauce,french,38.17,194.22,12.32
vegan,Pesto Tortilla Pizza,italian,56.56,269.32,155.67
vegan,Gluten-Free Apple Hand Pies Recipe,american,23.5,425.1,101.1
vegan,Veggie Sandwich,indian,9.87,48.35,10.98
vegan,Toasted Paprika Chickpeas,mediterranean,30.39,99.03,28.82
vegan,Healthy Broccoli and Cheese Soup,american,67.06,97.78,8.01
vegan,Garlic Mashed Cauliflower,mediterranean,17.51,49.52,43.95
vegan,Butternut Squash and Quinoa Pilaf,mediterranean,28.77,160.17,42.8
vegan,Crispy sweet potatoes with chickpeas & tahini yogurt,mediterranean,55.06,246.11,100.18
vegan,Sweet potato Tex-Mex salad,mexican,51.93,283.57,91.4
vegan,Mushroom Beet Black Bean Burger,american,60.14,138.46,27.25
vegan,Cauliflower Steaks with Olive Salsa and Roasted Tomato Sauce,american,23.27,96.18,29.35
vegan,Veggie olive wraps with mustard vinaigrette,american,6.84,34.45,13.26
vegan,Smoky Potato and Caper Empanadas With Cilantro Sauce Recipe,south american,48.15,374.31,1930.24
vegan,Aubergine & chickpea bites,french,60.56,259.79,59.97
vegan,Shortbread Pecan Pie Crust,american,30.42,129.38,155.44
vegan,Zucchini Cannelloni with Cashew sauce,italian,42.87,80.26,34.37
vegan,Sweet potato & cauliflower lentil bowl,indian,66.52,222.82,47.41
vegan,Summertime Lentil Salad With Mango,indian,15.05,51.05,17.71
vegan,Curried parsnip soup shots,american,30.68,141.37,32.54
vegan,Chilli & avocado salsa sweet potatoes,mexican,46.0,212.41,40.19
vegan,Autumn Apple Pumpkin Soup,american,16.38,140.73,50.33
vegan,Cook the Book: Garlicky Mushrooms and Kale,american,24.96,50.66,9.31
vegan,Raspberry-Banana Sorbet,french,10.18,107.83,4.89
vegan,Miso roasted tofu with sweet potato,asian,80.17,115.44,75.36
vegan,Citrus Collards with Raisins Redux,american,6.65,92.0,14.69
vegan,My children love beet salad!,american,21.29,95.81,50.29
vegan,Edamame & Veggie Rice Bowl,japanese,9.58,43.75,26.11
vegan,Sautéed Spinach,french,14.23,19.32,10.81
vegan,Tuscan Hummus,italian,77.06,228.87,73.14
vegan,Tangy Teriyaki Salmon,nordic,431.1,39.47,276.51
vegan,Graham Cracker Cinnamon Rolls (the best ever!),american,41.53,395.99,94.71
vegan,"""Chocomole"" Pudding",british,37.32,445.2,117.05
vegan,Broccoli Slaw w/ Mustard Vinaigrette,american,11.45,50.78,15.07
vegan,Pesto Stuffed Mushrooms,italian,16.01,40.09,31.17
vegan,Edamame Spread,japanese,1.65,4.08,18.65
vegan,Escalivada (Smoky Slow-Roasted Vegetables),mediterranean,15.04,78.65,74.96
vegan,Coconut Almond Chia Seed Pudding Recipe,british,26.13,107.65,60.6
vegan,Cucumber-Avocado Cauliflower Rice Sushi,japanese,18.14,60.4,149.24
vegan,"Amaranth ""Risotto"" With Mushrooms",italian,87.04,417.85,126.84
vegan,Garlicky mushroom penne,mediterranean,41.4,171.31,23.15
vegan,West Indian spiced aubergine curry,indian,11.25,69.45,15.4
vegan,Roasted aubergine & tomato curry,indian,20.68,90.56,125.12
vegan,"Cauliflower, squash, coconut & lentil curry",indian,77.02,241.44,118.3
vegan,Ripe's Eggplant Romesco Rigatoni,mediterranean,64.71,293.29,70.69
vegan,Date and Fennel Tofu Scramble,asian,78.01,165.29,65.14
vegan,Caramelized Onion Hummus,mediterranean,73.91,236.99,191.25
vegan,Asian Bulgur Wheat Salad,chinese,20.18,99.19,29.31
vegan,Roast asparagus bowls with tahini lemon dressing,mediterranean,38.85,152.63,26.53
vegan,"Tomato, Fennel, and Crab Soup",french,76.04,175.31,101.06
vegan,Pasta with Broccoli and Cauliflower,italian,71.61,273.57,34.28
vegan,Tuscan Black Cabbage Bruschetta - (Crostoni Di Cavolo Nero),italian,15.29,69.67,4.0
vegan,Black-Eyed Pea and Tempeh Beanballs,italian,89.8,120.96,41.04
vegan,"Spanish Rice with Chorizo, Beans and Peas",mediterranean,176.64,432.46,209.06
vegan,Cauliflower Cilantro Salad Recipe,mediterranean,11.07,41.95,42.2
vegan,"Spicy, Peanutty Udon with Kale",american,32.54,85.66,35.11
vegan,Satay noodle soup,asian,13.54,53.94,39.2
vegan,Raw Chocolate Ganache Cake,french,42.13,240.67,153.62
vegan,"#SPINACH #LASAGNA my #Caribbean favourite, #Delicious #Nutritious #Vegetarian",italian,165.9,333.74,548.55
vegan,"Tempeh ""Chicken"" Salad",american,26.8,23.75,24.2
vegan,Easy Chickpea Curry,indian,201.31,843.44,267.99
vegan,Mint & basil griddled peach salad,mediterranean,23.36,118.14,42.51
vegan,Seasoned Black-Eyed Peas,south american,16.32,101.48,30.38
vegan,Southwest Sweet Potato Salad,american,52.07,266.82,62.04
vegan,Braised Green Beans with Tomatoes,mediterranean,17.49,77.86,70.2
vegan,Curried Cauliflower Soup with Roasted Tomatoes,american,22.49,77.48,52.77
vegan,Gluten-Free Banana Flapjacks,eastern europe,21.33,185.77,33.69
vegan,Baked Potato Soup with Crunchy Potato Skins,american,36.82,279.22,56.47
vegan,Baked Sweet Potatoes with Spiced Lentil Salad & Lemon Tahini Dressing,mediterranean,98.97,347.21,116.32
vegan,Pistachio Gelato,italian,0.48,75.19,155.03
vegan,Japanese Tabbouleh with Cilantro & Tofu,asian,57.81,24.75,42.47
vegan,Dairy-Free Spinach Stuffed Shells,american,156.82,426.75,85.12
vegan,Greek Potato Salad,mediterranean,49.15,416.81,110.81
vegan,West Coast Avocado Toast,american,15.07,42.1,21.11
vegan,Cook the Book: Brussels Sprout-Potato Hash,french,18.46,110.8,10.42
vegan,Red Lentil Dhal,indian,93.79,232.77,13.92
vegan,Chilled spicy tahini noodle bowl,asian,147.05,367.86,120.65
vegan,Stuffed pumpkin,american,45.99,241.59,104.45
vegan,Chickpea & roasted parsnip curry,south east asian,80.48,352.46,142.46
vegan,Charred Green Beans with Mustard Vinaigrette & Hazelnuts,american,13.8,38.34,62.36
vegan,Summer Vegetable Tian,italian,11.57,52.41,74.19
vegan,Maple Walnut Banana Bread,american,19.51,192.39,49.08
vegan,Mushroom Quinoa Soup,mediterranean,32.24,133.05,34.29
vegan,My children love beet salad!,american,20.11,92.55,50.04
vegan,Egyptian courgettes with dukkah sprinkle,french,61.46,188.94,43.4
vegan,Cream of Cashew Pea Soup,mediterranean,84.33,232.63,196.13
vegan,Banana “Ice Cream”,american,5.11,106.25,1.93
vegan,Peach Pie Ice Cream,american,14.16,188.15,45.56
vegan,Cider & Honey Kohlrabi Slaw with Radicchio,chinese,11.24,94.37,47.86
vegan,Pumpkin Seed Dip,american,222.79,307.84,1042.73
vegan,Lentil ragu with courgetti,french,147.6,431.43,42.09
vegan,Indian Spiced Broccoli and Potato Hash,nordic,9.39,47.36,10.47
vegan,Eggplant Pide (or Eggplant Boats),mediterranean,87.94,350.33,36.43
vegan,Jambalaya,american,109.58,533.45,39.66
vegan,Curried Millet with Chickpeas and Currants,indian,43.83,222.77,55.67
vegan,Spaghetti puttanesca with red beans & spinach,italian,34.11,141.84,20.31
vegan,"Chilaquiles With Pepitas, Charred Corn, and Black Beans Recipe",american,73.23,371.82,160.37
vegan,Pumpkin Maple Milkshake,american,1.87,21.6,4.41
vegan,Tofu Jerky,asian,73.15,29.96,40.14
vegan,Carrot Cake Bites,british,33.15,320.19,189.16
vegan,Vegetarian Jambalaya,american,110.18,519.84,39.84
vegan,"Roast Chicken Dinner Potato Chips With Mushrooms, Lemon, and Thyme Recipe",french,24.46,16.85,1.91
vegan,Zucchini Curry,indian,27.75,90.49,123.34
vegan,Hearty lentil one pot,french,84.58,333.89,48.88
vegan,Mom's Favorite Blueberry-Bran Muffins,american,32.27,312.66,80.36
vegan,Creamy Instant Pot Coconut Red Lentils,south east asian,122.43,334.72,54.58
vegan,Quinoa Bowl With Tahini Dressing,mediterranean,67.06,209.97,112.65
vegan,Lentil lasagne,italian,128.98,425.86,24.86
vegan,Spiced mushroom & lentil hotpot,south american,211.12,617.15,37.22
vegan,Roasted Vegetable & Black Bean Tacos,mexican,19.25,94.02,28.49
vegan,Pumpkin curry with chickpeas,south east asian,46.43,174.03,112.36
vegan,Cook the Book: Lentil and Eggplant Chili Mole,american,67.53,234.06,14.49
